lat,lon,alt,date,device,os,version
22.0875778198,-159.308517456,14.2298908234,2015-02-04 01:27:28,"iPhone5,1",7.1,1.1
22.088388443,-159.307846069,20.4847736359,2015-02-04 01:27:28,"iPhone5,1",7.1,1.1
22.1171245575,-159.300567627,39.3794555664,2015-02-04 01:29:36,"iPhone5,1",7.1,1.1
22.1635284424,-159.319824219,39.5079956055,2015-02-04 01:33:52,"iPhone5,1",7.1,1.1
22.1905727386,-159.360778809,123.577148438,2015-02-04 01:40:16,"iPhone5,1",7.1,1.1
22.2052764893,-159.411148071,101.470405579,2015-02-04 01:44:32,"iPhone5,1",7.1,1.1
22.2097625732,-159.452285767,105.91230011,2015-02-04 01:48:48,"iPhone5,1",7.1,1.1
22.2217273712,-159.482192993,60.1586990356,2015-02-04 01:55:12,"iPhone5,1",7.1,1.1
22.2209014893,-159.497192383,42.8017044067,2015-02-04 01:59:28,"iPhone5,1",7.1,1.1
22.2129440308,-159.50730896,30.7112102509,2015-02-04 04:58:40,"iPhone5,1",7.1,1.1
22.2129440308,-159.50730896,30.7112102509,2015-02-04 05:00:48,"iPhone5,1",7.1,1.1
22.2129440308,-159.50730896,37.4068031311,2015-02-04 18:05:52,"iPhone5,1",7.1,1.1
22.2129440308,-159.50730896,37.4068031311,2015-02-04 18:08:00,"iPhone5,1",7.1,1.1
22.2210102081,-159.497131348,35.6546707153,2015-02-04 18:44:16,"iPhone5,1",7.1,1.1
22.2233486176,-159.492965698,46.1911087036,2015-02-04 18:50:40,"iPhone5,1",7.1,1.1
22.2130508423,-159.471374512,92.0192947388,2015-02-04 18:54:56,"iPhone5,1",7.1,1.1
22.204284668,-159.490905762,2.35358428955,2015-02-04 18:59:12,"iPhone5,1",7.1,1.1
22.2095603943,-159.51713562,4.57251739502,2015-02-04 19:05:36,"iPhone5,1",7.1,1.1
22.2130432129,-159.540740967,5.73346710205,2015-02-04 19:09:52,"iPhone5,1",7.1,1.1
22.2226238251,-159.560577393,8.26728057861,2015-02-04 19:14:08,"iPhone5,1",7.1,1.1
22.2204494476,-159.582595825,1.14380645752,2015-02-04 19:20:32,"iPhone5,1",7.1,1.1
22.2173690796,-159.586273193,189.317382812,2015-02-04 19:52:32,"iPhone5,1",7.1,1.1
22.2203140259,-159.582550049,10.4007644653,2015-02-04 20:28:48,"iPhone5,1",7.1,1.1
22.2203273773,-159.577560425,-5.59335327148,2015-02-04 20:39:28,"iPhone5,1",7.1,1.1
22.2210865021,-159.547546387,-11.2401123047,2015-02-04 20:45:52,"iPhone5,1",7.1,1.1
22.2140350342,-159.525497437,14.8924560547,2015-02-04 20:52:16,"iPhone5,1",7.1,1.1
22.2013473511,-159.509155273,6.0762462616,2015-02-04 20:56:32,"iPhone5,1",7.1,1.1
22.202413559,-159.498352051,3.70673370361,2015-02-04 20:58:40,"iPhone5,1",7.1,1.1
22.2154254913,-159.470748901,87.5771560669,2015-02-04 21:09:20,"iPhone5,1",7.1,1.1
22.222902298,-159.496994019,34.6747169495,2015-02-04 21:13:36,"iPhone5,1",7.1,1.1
